dataset,model,model_short,fingerprint,protocol,fold,n_features,n_nonzero,n_positive_importance,total_importance_raw,total_importance_positive,cumulative_top_10,fraction_top_10,cumulative_top_20,fraction_top_20,cumulative_top_50,fraction_top_50,cumulative_top_100,fraction_top_100,cumulative_top_150,fraction_top_150,cumulative_top_200,fraction_top_200,model_order,fingerprint_order,protocol_order,dataset_order
kdr,Decision Tree,DT,ECFP4,Random shuffle,2,1024,19,7,0.003859197826108326,0.012906822843476867,0.012906822843476867,1.0,0.012906822843476867,1.0,0.012906822843476867,1.0,0.012906822843476867,1.0,0.012906822843476867,1.0,0.012906822843476867,1.0,0,0,1,2
kdr,Decision Tree,DT,ECFP4,Random shuffle,3,1024,17,10,-0.021903877441205553,0.04023077166629272,0.04023077166629272,1.0,0.04023077166629272,1.0,0.04023077166629272,1.0,0.04023077166629272,1.0,0.04023077166629272,1.0,0.04023077166629272,1.0,0,0,1,2
kdr,Decision Tree,DT,MACCS,OOD holdout,1,167,99,97,1.1593154864069068,1.1593799881755618,0.6075342535014299,0.524017,0.8218567595990385,0.708876,1.0726052468413756,0.925154,1.159379988175562,1.0,1.159379988175562,1.0,1.1593799881755618,1.0,0,1,0,2
kdr,Decision Tree,DT,MACCS,OOD holdout,2,167,90,88,0.6031548675496952,0.6032637457478706,0.3416585970205539,0.56635,0.4559374874721479,0.755785,0.5769021390282328,0.956302,0.6032637457478706,1.0,0.6032637457478705,1.0,0.6032637457478706,1.0,0,1,0,2
kdr,Decision Tree,DT,MACCS,OOD holdout,3,167,120,119,1.4701981484666835,1.470315335954658,0.7115029691425012,0.483912,0.943217559858751,0.641507,1.2946890215890472,0.880552,1.4621193248341096,0.994426,1.470315335954658,1.0,1.470315335954658,1.0,0,1,0,2
kdr,Decision Tree,DT,MACCS,Random shuffle,1,167,18,5,-0.08108204177079908,0.0234862379922735,0.0234862379922735,1.0,0.0234862379922735,1.0,0.0234862379922735,1.0,0.0234862379922735,1.0,0.0234862379922735,1.0,0.0234862379922735,1.0,0,1,1,2
kdr,Decision Tree,DT,MACCS,Random shuffle,2,167,29,11,-0.02819894455179294,0.003908653329617595,0.0039043828076859464,0.998907,0.003908653329617595,1.0,0.003908653329617595,1.0,0.003908653329617595,1.0,0.003908653329617595,1.0,0.003908653329617595,1.0,0,1,1,2
kdr,Decision Tree,DT,MACCS,Random shuffle,3,167,26,16,0.15253331980326815,0.16922027771106782,0.1658835899453931,0.980282,0.16922027771106782,1.0,0.16922027771106782,1.0,0.16922027771106782,1.0,0.16922027771106782,1.0,0.16922027771106782,1.0,0,1,1,2
kdr,Logistic Regression,LR,ECFP4,OOD holdout,1,1024,1024,1024,0.9999999999999507,0.9999999999999507,0.0379671686160967,0.037967,0.0692806312525523,0.069281,0.15080084017456621,0.150801,0.26212822624533205,0.262128,0.3557702107329541,0.35577,0.4374109265421782,0.437411,1,0,0,2
kdr,Logistic Regression,LR,ECFP4,OOD holdout,2,1024,1024,1024,0.99999999999995,0.99999999999995,0.0368225623041682,0.036823,0.06814021691549019,0.06814,0.1483816908167894,0.148382,0.26036787747814677,0.260368,0.3540252308937347,0.354025,0.4355753924351229,0.435575,1,0,0,2
kdr,Logistic Regression,LR,ECFP4,OOD holdout,3,1024,1024,1024,0.999999999999953,0.999999999999953,0.036327556787349204,0.036328,0.06816902042957189,0.068169,0.1506897295804059,0.15069,0.2635377481898371,0.263538,0.3559815599843621,0.355982,0.43818522517943487,0.438185,1,0,0,2
kdr,Logistic Regression,LR,ECFP4,Random shuffle,1,1024,886,886,0.9999999999999608,0.9999999999999608,0.0603092630325158,0.060309,0.109840219622831,0.10984,0.2253487552314517,0.225349,0.3801418272742091,0.380142,0.5069631462004573,0.506963,0.6093448399976289,0.609345,1,0,1,2
kdr,Logistic Regression,LR,ECFP4,Random shuffle,2,1024,158,158,0.9999999999999923,0.9999999999999923,0.1930102704296332,0.19301,0.328247519476443,0.328248,0.6341161783364189,0.634116,0.9047938591836923,0.904794,0.9967237233049704,0.996724,0.9999999999999925,1.0,1,0,1,2
kdr,Logistic Regression,LR,ECFP4,Random shuffle,3,1024,846,846,0.9999999999999604,0.9999999999999604,0.0819831986695144,0.081983,0.14321023392821186,0.14321,0.28383031712788237,0.28383,0.44567362201600325,0.445674,0.5582707422206086,0.558271,0.6450145080563945,0.645015,1,0,1,2
kdr,Logistic Regression,LR,MACCS,OOD holdout,1,167,110,110,0.9999999999999948,0.9999999999999948,0.25558104017487837,0.255581,0.43240984114856224,0.43241,0.7645665043958663,0.764567,0.9950710728015637,0.995071,0.9999999999999949,1.0,0.9999999999999948,1.0,1,1,0,2
kdr,Logistic Regression,LR,MACCS,OOD holdout,2,167,150,150,0.9999999999999925,0.9999999999999925,0.2036387493880219,0.203639,0.35052428975609307,0.350524,0.6487366999069443,0.648737,0.9135031347896566,0.913503,0.9999999999999927,1.0,0.9999999999999925,1.0,1,1,0,2
kdr,Logistic Regression,LR,MACCS,OOD holdout,3,167,77,77,0.9999999999999966,0.9999999999999966,0.3974802132309641,0.39748,0.6059053945037923,0.605905,0.9234548958338125,0.923455,0.9999999999999966,1.0,0.9999999999999964,1.0,0.9999999999999966,1.0,1,1,0,2
kdr,Logistic Regression,LR,MACCS,Random shuffle,1,167,40,40,0.9999999999999984,0.9999999999999984,0.57694231832287,0.576942,0.8181117420681076,0.818112,0.9999999999999984,1.0,0.9999999999999984,1.0,0.9999999999999984,1.0,0.9999999999999984,1.0,1,1,1,2
kdr,Logistic Regression,LR,MACCS,Random shuffle,2,167,134,134,0.999999999999994,0.999999999999994,0.26242226894497356,0.262422,0.4585890571250787,0.458589,0.8273726461478855,0.827373,0.995806779784384,0.995807,0.999999999999994,1.0,0.999999999999994,1.0,1,1,1,2
kdr,Logistic Regression,LR,MACCS,Random shuffle,3,167,140,140,0.9999999999999928,0.9999999999999928,0.23370373016453738,0.233704,0.4162274652505627,0.416227,0.7517936720181441,0.751794,0.9743150352751045,0.974315,0.9999999999999929,1.0,0.9999999999999928,1.0,1,1,1,2
kdr,Logistic Regression,LR,RDKit desc,OOD holdout,1,217,205,205,0.9999999999999901,0.9999999999999901,0.2037153362169727,0.203715,0.3474425009168466,0.347443,0.6160412841797365,0.616041,0.8515906155519509,0.851591,0.9578493605035834,0.957849,0.9996614281492855,0.999661,1,2,0,2
kdr,Logistic Regression,LR,RDKit desc,OOD holdout,2,217,205,205,0.99999999999999,0.99999999999999,0.20467058750838948,0.204671,0.3348395925396697,0.33484,0.607284164156951,0.607284,0.8636338891368943,0.863634,0.9642063359875499,0.964206,0.9997128578307644,0.999713,1,2,0,2
kdr,Logistic Regression,LR,RDKit desc,OOD holdout,3,217,205,205,0.9999999999999898,0.9999999999999898,0.19412658828605,0.194127,0.33539805135152867,0.335398,0.5846295401382372,0.58463,0.8268773773289985,0.826877,0.9525095500124285,0.95251,0.9989749707516539,0.998975,1,2,0,2
kdr,Logistic Regression,LR,RDKit desc,Random shuffle,1,217,62,62,0.9999999999999969,0.9999999999999969,0.46881859283859983,0.468819,0.7010277441662977,0.701028,0.9833283206175547,0.983328,0.9999999999999969,1.0,0.9999999999999969,1.0,0.9999999999999969,1.0,1,2,1,2
kdr,Logistic Regression,LR,RDKit desc,Random shuffle,2,217,69,69,0.9999999999999967,0.9999999999999967,0.40090899093656984,0.400909,0.6324959479605659,0.632496,0.9339439128754385,0.933944,0.9999999999999967,1.0,0.9999999999999967,1.0,0.9999999999999967,1.0,1,2,1,2
kdr,Logistic Regression,LR,RDKit desc,Random shuffle,3,217,185,185,0.9999999999999911,0.9999999999999911,0.17419044362126782,0.17419,0.29832346156679346,0.298323,0.5588176026187998,0.558818,0.8261816180608534,0.826182,0.9709603118625103,0.97096,0.999999999999991,1.0,1,2,1,2
kdr,Linear SVM,SVM,ECFP4,OOD holdout,1,1024,1024,1024,0.9999999999999527,0.9999999999999527,0.0359870179159353,0.035987,0.0667954214681352,0.066795,0.1467546868768432,0.146755,0.2581129525896472,0.258113,0.354462825756646,0.354463,0.43865708754475197,0.438657,2,0,0,2
kdr,Linear SVM,SVM,ECFP4,OOD holdout,2,1024,1024,1024,0.9999999999999518,0.9999999999999518,0.03606236111648129,0.036062,0.0666213377427269,0.066621,0.1460285943546713,0.146029,0.2583362059723883,0.258336,0.3555993920313365,0.355599,0.43945507382250826,0.439455,2,0,0,2
kdr,Linear SVM,SVM,ECFP4,OOD holdout,3,1024,1024,1024,0.9999999999999514,0.9999999999999514,0.036302404885473594,0.036302,0.0675068564497155,0.067507,0.1475309755285443,0.147531,0.258091458518733,0.258091,0.3533574091413703,0.353357,0.4370615770858231,0.437062,2,0,0,2
kdr,Linear SVM,SVM,ECFP4,Random shuffle,1,1024,817,817,0.99999999999996,0.99999999999996,0.0593258962564354,0.059326,0.10991290463298331,0.109913,0.23749950002309642,0.2375,0.4017664381511088,0.401766,0.531417364476754,0.531417,0.6293996965021954,0.6294,2,0,1,2
kdr,Linear SVM,SVM,ECFP4,Random shuffle,2,1024,787,787,0.9999999999999607,0.9999999999999607,0.0830800803394568,0.08308,0.1372681567910727,0.137268,0.26179713209575695,0.261797,0.42357161384524633,0.423572,0.5402931010110286,0.540293,0.6330586578595511,0.633059,2,0,1,2
kdr,Linear SVM,SVM,ECFP4,Random shuffle,3,1024,821,821,0.9999999999999639,0.9999999999999639,0.0776990145581714,0.077699,0.13956524885280802,0.139565,0.28174910366773115,0.281749,0.4379490920098196,0.437949,0.5472082495097599,0.547208,0.630816102715438,0.630816,2,0,1,2
kdr,Linear SVM,SVM,MACCS,OOD holdout,1,167,149,149,0.9999999999999928,0.9999999999999928,0.19486711492991812,0.194867,0.350521550685495,0.350522,0.65298128577793,0.652981,0.9284762025765204,0.928476,0.9999999999999929,1.0,0.9999999999999928,1.0,2,1,0,2
kdr,Linear SVM,SVM,MACCS,OOD holdout,2,167,147,147,0.9999999999999931,0.9999999999999931,0.289644570005356,0.289645,0.456485532063501,0.456486,0.7438768135979107,0.743877,0.9487080613258196,0.948708,0.9999999999999931,1.0,0.9999999999999931,1.0,2,1,0,2
kdr,Linear SVM,SVM,MACCS,OOD holdout,3,167,150,150,0.999999999999993,0.999999999999993,0.2208316535356879,0.220832,0.3624660023089858,0.362466,0.6767182387956142,0.676718,0.9289982462537558,0.928998,0.9999999999999929,1.0,0.999999999999993,1.0,2,1,0,2
kdr,Linear SVM,SVM,MACCS,Random shuffle,1,167,138,138,0.9999999999999932,0.9999999999999932,0.3013838397007112,0.301384,0.47360980592794766,0.47361,0.7813921983897408,0.781392,0.9776084153072109,0.977608,0.9999999999999931,1.0,0.9999999999999932,1.0,2,1,1,2
kdr,Linear SVM,SVM,MACCS,Random shuffle,2,167,134,134,0.9999999999999949,0.9999999999999949,0.2719668019277951,0.271967,0.47512114407279793,0.475121,0.8375159227304262,0.837516,0.9975836846183008,0.997584,0.9999999999999949,1.0,0.9999999999999949,1.0,2,1,1,2
kdr,Linear SVM,SVM,MACCS,Random shuffle,3,167,133,133,0.9999999999999944,0.9999999999999944,0.2057026927691472,0.205703,0.35726593017994795,0.357266,0.6807778502214235,0.680778,0.9791239722350024,0.979124,0.9999999999999944,1.0,0.9999999999999944,1.0,2,1,1,2
sol,Decision Tree,DT,ECFP4,OOD holdout,1,1024,89,46,0.1545284079522286,0.21550062866367667,0.17706594005842133,0.821649,0.20374103609655791,0.945431,0.21550062866367667,1.0,0.21550062866367667,1.0,0.21550062866367667,1.0,0.21550062866367667,1.0,0,0,0,3
sol,Decision Tree,DT,ECFP4,OOD holdout,2,1024,59,36,0.07273276105651699,0.1294726737921321,0.09501579272876809,0.733868,0.1178294030729561,0.910072,0.1294726737921321,1.0,0.1294726737921321,1.0,0.1294726737921321,1.0,0.1294726737921321,1.0,0,0,0,3
sol,Decision Tree,DT,ECFP4,OOD holdout,3,1024,55,31,0.09840632266932041,0.1453303095077717,0.1223314792352198,0.841748,0.1412057661950736,0.97162,0.1453303095077717,1.0,0.1453303095077717,1.0,0.1453303095077717,1.0,0.1453303095077717,1.0,0,0,0,3
sol,Decision Tree,DT,ECFP4,Random shuffle,1,1024,67,42,0.2328946275224792,0.27527180393727013,0.19881106562571593,0.722235,0.24703164788095242,0.89741,0.27527180393727013,1.0,0.27527180393727013,1.0,0.27527180393727013,1.0,0.27527180393727013,1.0,0,0,1,3
sol,Decision Tree,DT,ECFP4,Random shuffle,2,1024,93,36,0.007601929985306427,0.08159686982149987,0.0679552686759192,0.832817,0.0792137082872776,0.970793,0.08159686982149987,1.0,0.08159686982149987,1.0,0.08159686982149987,1.0,0.08159686982149987,1.0,0,0,1,3
sol,Decision Tree,DT,ECFP4,Random shuffle,3,1024,82,48,0.1630196402241794,0.21379037164636686,0.14007013648904448,0.655175,0.1863707053997528,0.871745,0.21379037164636686,1.0,0.21379037164636686,1.0,0.21379037164636686,1.0,0.21379037164636686,1.0,0,0,1,3
sol,Decision Tree,DT,MACCS,OOD holdout,1,167,17,9,0.11932539594914088,0.14979972544464829,0.14979972544464829,1.0,0.14979972544464829,1.0,0.14979972544464829,1.0,0.14979972544464829,1.0,0.14979972544464829,1.0,0.14979972544464829,1.0,0,1,0,3
sol,Decision Tree,DT,MACCS,OOD holdout,2,167,25,18,0.1785454769856162,0.1920011355967224,0.18378602732704222,0.957213,0.19200113559672244,1.0,0.1920011355967224,1.0,0.1920011355967224,1.0,0.1920011355967224,1.0,0.1920011355967224,1.0,0,1,0,3
sol,Decision Tree,DT,MACCS,OOD holdout,3,167,64,36,0.10145201898876509,0.19147681092297078,0.1685891432873842,0.880468,0.1841682065360002,0.96183,0.19147681092297078,1.0,0.19147681092297078,1.0,0.19147681092297078,1.0,0.19147681092297078,1.0,0,1,0,3
sol,Decision Tree,DT,MACCS,Random shuffle,1,167,69,38,0.19343846985402952,0.2753428152792803,0.20457036363462588,0.742966,0.2524439396676113,0.916835,0.2753428152792803,1.0,0.2753428152792803,1.0,0.2753428152792803,1.0,0.2753428152792803,1.0,0,1,1,3
sol,Decision Tree,DT,MACCS,Random shuffle,2,167,43,26,0.08535210712251534,0.1328916387640328,0.0990107043694847,0.745048,0.12947235355936418,0.97427,0.1328916387640328,1.0,0.1328916387640328,1.0,0.1328916387640328,1.0,0.1328916387640328,1.0,0,1,1,3
sol,Decision Tree,DT,MACCS,Random shuffle,3,167,75,30,-0.048034803091560954,0.10655724510269306,0.08757992343256539,0.821905,0.10318226984621179,0.968327,0.10655724510269306,1.0,0.10655724510269306,1.0,0.10655724510269306,1.0,0.10655724510269306,1.0,0,1,1,3
sol,Logistic Regression,LR,ECFP4,OOD holdout,1,1024,1024,1024,0.9999999999999524,0.9999999999999524,0.0509437172594659,0.050944,0.0903322181879805,0.090332,0.1834085920157799,0.183409,0.3043859529053318,0.304386,0.4011288356198115,0.401129,0.4832470170800205,0.483247,1,0,0,3
sol,Logistic Regression,LR,ECFP4,OOD holdout,2,1024,131,131,0.999999999999994,0.999999999999994,0.22667246728903803,0.226672,0.382779925632981,0.38278,0.7024681854238866,0.702468,0.9553986692502069,0.955399,0.9999999999999939,1.0,0.9999999999999939,1.0,1,0,0,3
sol,Logistic Regression,LR,ECFP4,OOD holdout,3,1024,426,426,0.9999999999999793,0.9999999999999793,0.0829858931519718,0.082986,0.15006701296515002,0.150067,0.3061378230979654,0.306138,0.5113043702329686,0.511304,0.6692740766983245,0.669274,0.7899987026105963,0.789999,1,0,0,3
sol,Logistic Regression,LR,ECFP4,Random shuffle,1,1024,1024,1024,0.9999999999999521,0.9999999999999521,0.0509437100004497,0.050944,0.09033215977877289,0.090332,0.18340851714192144,0.183409,0.30438584902372134,0.304386,0.40112879414098396,0.401129,0.4832470596928844,0.483247,1,0,1,3
sol,Logistic Regression,LR,ECFP4,Random shuffle,2,1024,1024,1024,0.9999999999999518,0.9999999999999518,0.051570623031923196,0.051571,0.0914441433687533,0.091444,0.1839550581002252,0.183955,0.299797053637634,0.299797,0.39284924596534576,0.392849,0.4709747806645335,0.470975,1,0,1,3
sol,Logistic Regression,LR,ECFP4,Random shuffle,3,1024,1023,1023,0.9999999999999513,0.9999999999999513,0.042794237888189694,0.042794,0.0783627604031083,0.078363,0.16808636888813422,0.168086,0.2858962937758628,0.285896,0.3830127502376557,0.383013,0.4664259632002338,0.466426,1,0,1,3
sol,Logistic Regression,LR,MACCS,OOD holdout,1,167,77,77,0.9999999999999963,0.9999999999999963,0.3946955989267708,0.394696,0.6069589359592339,0.606959,0.9224719150598356,0.922472,0.9999999999999963,1.0,0.9999999999999963,1.0,0.9999999999999963,1.0,1,1,0,3
sol,Logistic Regression,LR,MACCS,OOD holdout,2,167,141,141,0.9999999999999933,0.9999999999999933,0.2256933521883563,0.225693,0.3865455522689336,0.386546,0.7228244492979333,0.722824,0.9608663472413884,0.960866,0.9999999999999933,1.0,0.9999999999999933,1.0,1,1,0,3
sol,Logistic Regression,LR,MACCS,OOD holdout,3,167,146,146,0.9999999999999928,0.9999999999999928,0.2091120022876043,0.209112,0.35881551978047127,0.358816,0.6658453464617549,0.665845,0.9418413154182983,0.941841,0.9999999999999928,1.0,0.9999999999999928,1.0,1,1,0,3
sol,Logistic Regression,LR,MACCS,Random shuffle,1,167,147,147,0.9999999999999927,0.9999999999999927,0.2356329356690699,0.235633,0.3857494695053355,0.385749,0.6851379844030557,0.685138,0.9419332198263879,0.941933,0.9999999999999928,1.0,0.9999999999999927,1.0,1,1,1,3
sol,Logistic Regression,LR,MACCS,Random shuffle,2,167,77,77,0.9999999999999966,0.9999999999999966,0.3640792385189116,0.364079,0.5665897198745228,0.56659,0.9167761464156454,0.916776,0.9999999999999966,1.0,0.9999999999999964,1.0,0.9999999999999966,1.0,1,1,1,3
sol,Logistic Regression,LR,MACCS,Random shuffle,3,167,102,102,0.9999999999999954,0.9999999999999954,0.2684592249310884,0.268459,0.4593606515699541,0.459361,0.81033204242213,0.810332,0.9996822717011451,0.999682,0.9999999999999953,1.0,0.9999999999999954,1.0,1,1,1,3
sol,Logistic Regression,LR,RDKit desc,OOD holdout,1,217,120,120,0.9999999999999943,0.9999999999999943,0.2422065338677889,0.242207,0.3988408030039552,0.398841,0.7248589663377973,0.724859,0.9822421317012667,0.982242,0.9999999999999944,1.0,0.9999999999999943,1.0,1,2,0,3
sol,Logistic Regression,LR,RDKit desc,OOD holdout,2,217,111,111,0.999999999999994,0.999999999999994,0.2335641973329587,0.233564,0.4185456377016152,0.418546,0.7863511824824543,0.786351,0.9958389826335957,0.995839,0.9999999999999941,1.0,0.999999999999994,1.0,1,2,0,3
sol,Logistic Regression,LR,RDKit desc,OOD holdout,3,217,197,197,0.9999999999999907,0.9999999999999907,0.1685773281961438,0.168577,0.2928004194131934,0.2928,0.5689984373552949,0.568998,0.8159883154197125,0.815988,0.9551463325602609,0.955146,0.9999999999999908,1.0,1,2,0,3
sol,Logistic Regression,LR,RDKit desc,Random shuffle,1,217,198,198,0.9999999999999905,0.9999999999999905,0.1616609997794012,0.161661,0.2731028015380651,0.273103,0.5374195537335756,0.53742,0.8204789972756377,0.820479,0.9610489059508176,0.961049,0.9999999999999905,1.0,1,2,1,3
sol,Logistic Regression,LR,RDKit desc,Random shuffle,2,217,130,130,0.9999999999999936,0.9999999999999936,0.2326593570128082,0.232659,0.3868880765345635,0.386888,0.6993046283814679,0.699305,0.9687249163329148,0.968725,0.9999999999999933,1.0,0.9999999999999934,1.0,1,2,1,3
sol,Logistic Regression,LR,RDKit desc,Random shuffle,3,217,197,197,0.9999999999999897,0.9999999999999897,0.1699618386085404,0.169962,0.2793077026364729,0.279308,0.5129173852624077,0.512917,0.7882941588658301,0.788294,0.9447796118449976,0.94478,0.9999999999999897,1.0,1,2,1,3
sol,Linear SVM,SVM,ECFP4,OOD holdout,1,1024,1024,1024,0.9999999999999538,0.9999999999999538,0.0527575292661156,0.052758,0.092884500754411,0.092885,0.18752055662154887,0.187521,0.3086253861444849,0.308625,0.4075844867955667,0.407584,0.48915293901975593,0.489153,2,0,0,3
sol,Linear SVM,SVM,ECFP4,OOD holdout,2,1024,1024,1024,0.9999999999999526,0.9999999999999526,0.06592274043098331,0.065923,0.1110542753679994,0.111054,0.21514395865749808,0.215144,0.34211560094714344,0.342116,0.43789862913209404,0.437899,0.5160566639633376,0.516057,2,0,0,3
sol,Linear SVM,SVM,ECFP4,OOD holdout,3,1024,1023,1023,0.9999999999999534,0.9999999999999534,0.0527415164092565,0.052742,0.09644537076032299,0.096445,0.2010729386666106,0.201073,0.32783755612114107,0.327838,0.42603983457936323,0.42604,0.5079161264740155,0.507916,2,0,0,3
sol,Linear SVM,SVM,ECFP4,Random shuffle,1,1024,1024,1024,0.9999999999999537,0.9999999999999537,0.052760231640372995,0.05276,0.0928899035883467,0.09289,0.1875180329051308,0.187518,0.30862936005358466,0.308629,0.4075905758924401,0.407591,0.48915130143004204,0.489151,2,0,1,3
sol,Linear SVM,SVM,ECFP4,Random shuffle,2,1024,1023,1023,0.9999999999999508,0.9999999999999508,0.053646947557441794,0.053647,0.09241395595954341,0.092414,0.18514584391454023,0.185146,0.3038362662458939,0.303836,0.3999365933032088,0.399937,0.48167290244842065,0.481673,2,0,1,3
sol,Linear SVM,SVM,ECFP4,Random shuffle,3,1024,1023,1023,0.9999999999999528,0.9999999999999528,0.0527382348393025,0.052738,0.0964415339602115,0.096442,0.2010766250222679,0.201077,0.32784263462721636,0.327843,0.42604556508122343,0.426046,0.5079236261679744,0.507924,2,0,1,3
sol,Linear SVM,SVM,MACCS,OOD holdout,1,167,143,143,0.9999999999999933,0.9999999999999933,0.2185975104430673,0.218598,0.36790416331415826,0.367904,0.6662124602103587,0.666212,0.9305844195619318,0.930584,0.9999999999999933,1.0,0.9999999999999933,1.0,2,1,0,3
sol,Linear SVM,SVM,MACCS,OOD holdout,2,167,147,147,0.999999999999993,0.999999999999993,0.21496274043121863,0.214963,0.3640952739923935,0.364095,0.6628992265729352,0.662899,0.9332702642883726,0.93327,0.9999999999999929,1.0,0.999999999999993,1.0,2,1,0,3
sol,Linear SVM,SVM,MACCS,OOD holdout,3,167,144,144,0.9999999999999926,0.9999999999999926,0.2211156942581589,0.221116,0.3586997005703078,0.3587,0.6642262638195809,0.664226,0.9358626525635722,0.935863,0.9999999999999925,1.0,0.9999999999999926,1.0,2,1,0,3
sol,Linear SVM,SVM,MACCS,Random shuffle,1,167,147,147,0.9999999999999931,0.9999999999999931,0.2272646661999121,0.227265,0.3756528389315802,0.375653,0.6841082621670986,0.684108,0.930279665754617,0.93028,0.9999999999999931,1.0,0.9999999999999931,1.0,2,1,1,3
sol,Linear SVM,SVM,MACCS,Random shuffle,2,167,146,146,0.9999999999999938,0.9999999999999938,0.2482228075271708,0.248223,0.40987294395075285,0.409873,0.7090999666473242,0.7091,0.9451363978432232,0.945136,0.9999999999999938,1.0,0.9999999999999938,1.0,2,1,1,3
sol,Linear SVM,SVM,MACCS,Random shuffle,3,167,143,143,0.9999999999999929,0.9999999999999929,0.1990649584478817,0.199065,0.3401037951731321,0.340104,0.6432503553434181,0.64325,0.9258344356625259,0.925834,0.9999999999999929,1.0,0.9999999999999929,1.0,2,1,1,3
