dataset,dataset_label,model,model_short,fingerprint,protocol,fold,inner_pr_auc,train_pr_auc,test_pr_auc,inner_test_gap,train_test_gap,model_class,model_name,fp_type,n_features,effective_depth,n_nodes,n_leaves,n_features_used,used_feature_fraction,criterion,max_depth,max_features,min_samples_leaf,min_samples_split,ccp_alpha,class_weight,feature_min_depth_mean,feature_min_depth_std,feature_min_depth_min,feature_min_depth_max,coefficient_shape,n_coefficients,n_nonzero_coefficients,sparsity,l1_norm,l2_norm,approx_margin,intercept,C,penalty,l1_ratio,dual,n_support_per_class,n_support_total,model_order,fingerprint_order,protocol_order,dataset_order
kdr,KDR,Linear SVM,SVM,ECFP4,Random shuffle,2,0.28405176287793577,0.6278,0.7233,-0.4392482371220643,-0.09550000000000003,SVC,svm_linear_kdr_hi_random_shuffle_ecfp4,ecfp4,1024,,,,,,,,,,,,balanced,,,,,"[1, 1024]",1024.0,787.0,0.2314453125,23.175312415891117,1.2395231185390796,0.8067618788575843,[0.15196342727096862],0.01,,,,"[327, 44]",371.0,2,0,1,2
kdr,KDR,Linear SVM,SVM,ECFP4,Random shuffle,3,0.9590893561244909,0.9875,0.5542,0.40488935612449084,0.4333,SVC,svm_linear_kdr_hi_random_shuffle_ecfp4,ecfp4,1024,,,,,,,,,,,,balanced,,,,,"[1, 1024]",1024.0,821.0,0.1982421875,15.225294503429177,0.815795277633384,1.2257977306524652,[-0.5879233698928983],0.005,,,,"[52, 327]",379.0,2,0,1,2
kdr,KDR,Linear SVM,SVM,MACCS,OOD holdout,1,0.8364241686558698,0.9394,0.8285,0.007924168655869757,0.1109,SVC,svm_linear_kdr_hi_inner_ood_holdout_maccs,maccs,167,,,,,,,,,,,,balanced,,,,,"[1, 167]",167.0,149.0,0.10778443113772451,31.739493443734222,3.351561495294045,0.2983683878109079,[-3.439835077213836],0.05,,,,"[1175, 2055]",3230.0,2,1,0,2
kdr,KDR,Linear SVM,SVM,MACCS,OOD holdout,2,0.7330041733938625,0.291,0.8734,-0.14039582660613747,-0.5824,SVC,svm_linear_kdr_hi_inner_ood_holdout_maccs,maccs,167,,,,,,,,,,,,balanced,,,,,"[1, 167]",167.0,147.0,0.11976047904191611,84.69228206545318,10.872554843874086,0.09197470275934538,[-3.455438845814306],50.0,,,,"[1300, 1658]",2958.0,2,1,0,2
kdr,KDR,Linear SVM,SVM,MACCS,OOD holdout,3,0.7852551748214677,0.9144,0.7998,-0.014544825178532284,0.11460000000000004,SVC,svm_linear_kdr_hi_inner_ood_holdout_maccs,maccs,167,,,,,,,,,,,,,,,,,"[1, 167]",167.0,150.0,0.10179640718562877,35.90605342909672,3.9377030338190173,0.2539551589877363,[-3.0033914602453913],0.1,,,,"[1678, 1730]",3408.0,2,1,0,2
kdr,KDR,Linear SVM,SVM,MACCS,Random shuffle,1,0.9601859926416498,0.9631,0.5365,0.42368599264164986,0.4266,SVC,svm_linear_kdr_hi_random_shuffle_maccs,maccs,167,,,,,,,,,,,,balanced,,,,,"[1, 167]",167.0,138.0,0.17365269461077848,7.7062714369770084,1.0170513930900082,0.9832344823419369,[-0.7028906142565237],0.01,,,,"[70, 234]",304.0,2,1,1,2
kdr,KDR,Linear SVM,SVM,MACCS,Random shuffle,2,0.2403376536751236,0.3215,0.7481,-0.5077623463248764,-0.4266,SVC,svm_linear_kdr_hi_random_shuffle_maccs,maccs,167,,,,,,,,,,,,balanced,,,,,"[1, 167]",167.0,134.0,0.19760479041916168,1.5809043348281173,0.20684213241800767,4.834604963262987,[0.2533632286995531],0.001,,,,"[446, 54]",500.0,2,1,1,2
kdr,KDR,Linear SVM,SVM,MACCS,Random shuffle,3,0.9535604947413495,0.9848,0.5086,0.44496049474134947,0.47619999999999996,SVC,svm_linear_kdr_hi_random_shuffle_maccs,maccs,167,,,,,,,,,,,,balanced,,,,,"[1, 167]",167.0,133.0,0.20359281437125754,23.61858374719121,2.60843277859188,0.38337196503865195,[-2.8096746100683267],0.1,,,,"[42, 242]",284.0,2,1,1,2
sol,Sol,Decision Tree,DT,ECFP4,OOD holdout,1,0.39068944543983397,0.5752,0.3182,0.07248944543983399,0.25700000000000006,DecisionTreeClassifier,dt_sol_hi_inner_ood_holdout_ecfp4,ecfp4,1024,20.0,199.0,100.0,90.0,0.087890625,entropy,20.0,sqrt,5.0,20.0,0.001,balanced,10.033333333333333,4.517742799230607,0.0,19.0,,,,,,,,,,,,,,,0,0,0,3
sol,Sol,Decision Tree,DT,ECFP4,OOD holdout,2,0.3781596729718331,0.706,0.2997,0.0784596729718331,0.40629999999999994,DecisionTreeClassifier,dt_sol_hi_inner_ood_holdout_ecfp4,ecfp4,1024,15.0,165.0,83.0,60.0,0.05859375,entropy,15.0,,10.0,2.0,0.0,balanced,5.95,3.2011716605018234,0.0,14.0,,,,,,,,,,,,,,,0,0,0,3
sol,Sol,Decision Tree,DT,ECFP4,OOD holdout,3,0.3723241266790944,0.7555,0.2934,0.07892412667909443,0.46209999999999996,DecisionTreeClassifier,dt_sol_hi_inner_ood_holdout_ecfp4,ecfp4,1024,15.0,127.0,64.0,56.0,0.0546875,gini,20.0,,5.0,2.0,0.001,,6.285714285714286,3.320468371191274,0.0,14.0,,,,,,,,,,,,,,,0,0,0,3
sol,Sol,Decision Tree,DT,ECFP4,Random shuffle,1,0.3514280470901113,0.613,0.3439,0.0075280470901112895,0.2691,DecisionTreeClassifier,dt_sol_hi_random_shuffle_ecfp4,ecfp4,1024,19.0,147.0,74.0,68.0,0.06640625,gini,20.0,sqrt,5.0,2.0,0.001,balanced,8.588235294117647,4.184127198738694,0.0,18.0,,,,,,,,,,,,,,,0,0,1,3
sol,Sol,Decision Tree,DT,ECFP4,Random shuffle,2,0.37328328771426866,0.7327,0.2679,0.10538328771426864,0.4648,DecisionTreeClassifier,dt_sol_hi_random_shuffle_ecfp4,ecfp4,1024,10.0,247.0,124.0,113.0,0.1103515625,gini,10.0,sqrt,1.0,2.0,0.0,,6.415929203539823,2.1563885890998984,0.0,9.0,,,,,,,,,,,,,,,0,0,1,3
sol,Sol,Decision Tree,DT,ECFP4,Random shuffle,3,0.4242111744337293,0.8089,0.2986,0.12561117443372932,0.5103,DecisionTreeClassifier,dt_sol_hi_random_shuffle_ecfp4,ecfp4,1024,15.0,217.0,109.0,83.0,0.0810546875,gini,15.0,,5.0,2.0,0.0,,7.433734939759036,3.533634502493565,0.0,14.0,,,,,,,,,,,,,,,0,0,1,3
sol,Sol,Decision Tree,DT,MACCS,OOD holdout,1,0.39686849760871695,0.5089,0.3378,0.05906849760871696,0.17110000000000003,DecisionTreeClassifier,dt_sol_hi_inner_ood_holdout_maccs,maccs,167,5.0,37.0,19.0,17.0,0.10179640718562874,gini,5.0,,5.0,2.0,0.001,,2.764705882352941,1.2141039670911937,0.0,4.0,,,,,,,,,,,,,,,0,1,0,3
sol,Sol,Decision Tree,DT,MACCS,OOD holdout,2,0.38112214236792286,0.4459,0.3459,0.03522214236792287,0.10000000000000003,DecisionTreeClassifier,dt_sol_hi_inner_ood_holdout_maccs,maccs,167,5.0,57.0,29.0,26.0,0.15568862275449102,gini,5.0,sqrt,2.0,2.0,0.0,,3.0,1.1094003924504583,0.0,4.0,,,,,,,,,,,,,,,0,1,0,3
sol,Sol,Decision Tree,DT,MACCS,OOD holdout,3,0.3904947464124505,0.5326,0.3142,0.07629474641245054,0.21839999999999998,DecisionTreeClassifier,dt_sol_hi_inner_ood_holdout_maccs,maccs,167,10.0,201.0,101.0,67.0,0.40119760479041916,gini,10.0,log2,5.0,20.0,0.0,balanced,5.552238805970149,2.2808978468462433,0.0,9.0,,,,,,,,,,,,,,,0,1,0,3
sol,Sol,Decision Tree,DT,MACCS,Random shuffle,1,0.4791093078413615,0.6833,0.3457,0.1334093078413615,0.3376,DecisionTreeClassifier,dt_sol_hi_random_shuffle_maccs,maccs,167,10.0,225.0,113.0,70.0,0.41916167664670656,entropy,10.0,log2,2.0,5.0,0.001,,5.314285714285714,2.046201059405014,0.0,9.0,,,,,,,,,,,,,,,0,1,1,3
sol,Sol,Decision Tree,DT,MACCS,Random shuffle,2,0.4155588268486528,0.5314,0.3336,0.0819588268486528,0.19779999999999998,DecisionTreeClassifier,dt_sol_hi_random_shuffle_maccs,maccs,167,7.0,105.0,53.0,43.0,0.25748502994011974,entropy,7.0,log2,10.0,2.0,0.0001,,4.232558139534884,1.6259123993440496,0.0,6.0,,,,,,,,,,,,,,,0,1,1,3
sol,Sol,Decision Tree,DT,MACCS,Random shuffle,3,0.43554625967368393,0.6597,0.2681,0.16744625967368393,0.39159999999999995,DecisionTreeClassifier,dt_sol_hi_random_shuffle_maccs,maccs,167,10.0,249.0,125.0,75.0,0.4491017964071856,gini,10.0,sqrt,5.0,2.0,0.0,,5.413333333333333,2.1359983354134173,0.0,9.0,,,,,,,,,,,,,,,0,1,1,3
sol,Sol,Logistic Regression,LR,ECFP4,OOD holdout,1,0.47566351149837854,0.8502,0.5053,-0.029636488501621427,0.3449,LogisticRegression,lr_sol_hi_inner_ood_holdout_ecfp4,ecfp4,1024,,,,,,,,,,,,,,,,,"[1, 1024]",1024.0,1024.0,0.0,68.58639918985125,2.896539971906446,0.34523949598452097,[-2.736619341936552],0.05,elasticnet,0.0,False,,,1,0,0,3
sol,Sol,Logistic Regression,LR,ECFP4,OOD holdout,2,0.4902507552464061,0.6969,0.5072,-0.016949244753593884,0.18969999999999998,LogisticRegression,lr_sol_hi_inner_ood_holdout_ecfp4,ecfp4,1024,,,,,,,,,,,,balanced,,,,,"[1, 1024]",1024.0,131.0,0.8720703125,24.194310727211672,2.7322616548038714,0.3659971577911642,[-1.440166235492295],0.1,elasticnet,0.5,False,,,1,0,0,3
sol,Sol,Logistic Regression,LR,ECFP4,OOD holdout,3,0.5414335267989707,0.944,0.4208,0.12063352679897071,0.5231999999999999,LogisticRegression,lr_sol_hi_inner_ood_holdout_ecfp4,ecfp4,1024,,,,,,,,,,,,,,,,,"[1, 1024]",1024.0,426.0,0.583984375,120.67076650261501,7.512598373679871,0.1331097378376389,[-4.485974896793706],0.5,elasticnet,0.5,False,,,1,0,0,3
sol,Sol,Logistic Regression,LR,ECFP4,Random shuffle,1,0.558539153112505,0.8502,0.5053,0.053239153112505044,0.3449,LogisticRegression,lr_sol_hi_random_shuffle_ecfp4,ecfp4,1024,,,,,,,,,,,,,,,,,"[1, 1024]",1024.0,1024.0,0.0,68.58644188050518,2.8965413724514124,0.3452393290532136,[-2.736627633881423],0.05,elasticnet,0.0,False,,,1,0,1,3
sol,Sol,Logistic Regression,LR,ECFP4,Random shuffle,2,0.5885135306717517,0.8528,0.5271,0.061413530671751704,0.3257,LogisticRegression,lr_sol_hi_random_shuffle_ecfp4,ecfp4,1024,,,,,,,,,,,,,,,,,"[1, 1024]",1024.0,1024.0,0.0,69.25036227726815,2.906771091643199,0.3440243378210768,[-2.69519671565237],0.05,elasticnet,0.0,False,,,1,0,1,3
sol,Sol,Logistic Regression,LR,ECFP4,Random shuffle,3,0.5970191814935417,0.9113,0.4422,0.15481918149354174,0.4691,LogisticRegression,lr_sol_hi_random_shuffle_ecfp4,ecfp4,1024,,,,,,,,,,,,balanced,,,,,"[1, 1024]",1024.0,1023.0,0.0009765625,121.83206059934568,4.996392624935168,0.2001443991829957,[-2.9209048883260516],0.1,elasticnet,0.0,False,,,1,0,1,3
sol,Sol,Logistic Regression,LR,MACCS,OOD holdout,1,0.49853235902097137,0.5944,0.4671,0.03143235902097136,0.12730000000000002,LogisticRegression,lr_sol_hi_inner_ood_holdout_maccs,maccs,167,,,,,,,,,,,,,,,,,"[1, 167]",167.0,77.0,0.5389221556886228,11.844632793692162,1.8909866881829165,0.5288244524666211,[-2.3363206764400797],0.1,elasticnet,0.25,False,,,1,1,0,3
sol,Sol,Logistic Regression,LR,MACCS,OOD holdout,2,0.4913384635466529,0.7025,0.5009,-0.00956153645334712,0.2016,LogisticRegression,lr_sol_hi_inner_ood_holdout_maccs,maccs,167,,,,,,,,,,,,,,,,,"[1, 167]",167.0,141.0,0.15568862275449102,104.99695755154028,12.010971572226621,0.08325721145759216,[-6.987115074092493],10.0,elasticnet,0.5,False,,,1,1,0,3
sol,Sol,Logistic Regression,LR,MACCS,OOD holdout,3,0.4706713568371286,0.6885,0.4623,0.008371356837128585,0.2262,LogisticRegression,lr_sol_hi_inner_ood_holdout_maccs,maccs,167,,,,,,,,,,,,,,,,,"[1, 167]",167.0,146.0,0.12574850299401197,45.91009735709101,5.005261198590858,0.19978977326528574,[-4.457267469721826],0.5,elasticnet,0.0,False,,,1,1,0,3
sol,Sol,Logistic Regression,LR,MACCS,Random shuffle,1,0.5329020154001891,0.6242,0.4851,0.047802015400189135,0.1391,LogisticRegression,lr_sol_hi_random_shuffle_maccs,maccs,167,,,,,,,,,,,,,,,,,"[1, 167]",167.0,147.0,0.11976047904191611,21.04198928178353,2.384014921469537,0.41946046184290964,[-2.4330183384230915],0.1,elasticnet,0.0,False,,,1,1,1,3
sol,Sol,Logistic Regression,LR,MACCS,Random shuffle,2,0.5296303005468723,0.6275,0.4974,0.032230300546872315,0.13009999999999994,LogisticRegression,lr_sol_hi_random_shuffle_maccs,maccs,167,,,,,,,,,,,,,,,,,"[1, 167]",167.0,77.0,0.5389221556886228,25.87643131721419,3.901808119810404,0.25629143445644165,[-3.403519332991446],0.5,elasticnet,0.75,False,,,1,1,1,3
sol,Sol,Logistic Regression,LR,MACCS,Random shuffle,3,0.5479352938133284,0.6925,0.4535,0.09443529381332838,0.239,LogisticRegression,lr_sol_hi_random_shuffle_maccs,maccs,167,,,,,,,,,,,,,,,,,"[1, 167]",167.0,102.0,0.3892215568862275,44.984838896792624,5.789627370909043,0.1727226876507922,[-4.3425424422452314],1.0,elasticnet,0.75,False,,,1,1,1,3
sol,Sol,Logistic Regression,LR,RDKit desc,OOD holdout,1,0.6019502621745945,0.745,0.6076,-0.005649737825405565,0.13739999999999997,LogisticRegression,lr_sol_hi_inner_ood_holdout_rdkit_desc,rdkit_desc,217,,,,,,,,,,,,,,,,,"[1, 217]",217.0,120.0,0.4470046082949308,13.8759401720523,1.6249659258789257,0.6153975194643613,[-2.156850916522148],0.1,elasticnet,0.25,False,,,1,2,0,3
sol,Sol,Logistic Regression,LR,RDKit desc,OOD holdout,2,0.5823962447996424,0.7056,0.6202,-0.037803755200357614,0.08540000000000003,LogisticRegression,lr_sol_hi_inner_ood_holdout_rdkit_desc,rdkit_desc,217,,,,,,,,,,,,balanced,,,,,"[1, 217]",217.0,111.0,0.48847926267281105,11.644644422653691,1.4178271409317564,0.7053045968232967,[-0.9188210698273265],0.05,elasticnet,0.25,False,,,1,2,0,3
sol,Sol,Logistic Regression,LR,RDKit desc,OOD holdout,3,0.5622618173236118,0.7565,0.5445,0.017761817323611817,0.21199999999999997,LogisticRegression,lr_sol_hi_inner_ood_holdout_rdkit_desc,rdkit_desc,217,,,,,,,,,,,,balanced,,,,,"[1, 217]",217.0,197.0,0.09216589861751157,47.06974159539823,4.4032652853686605,0.22710419091096748,[-1.5359745676878285],0.5,elasticnet,0.0,False,,,1,2,0,3
sol,Sol,Logistic Regression,LR,RDKit desc,Random shuffle,1,0.615806369396085,0.7653,0.6073,0.008506369396085067,0.15800000000000003,LogisticRegression,lr_sol_hi_random_shuffle_rdkit_desc,rdkit_desc,217,,,,,,,,,,,,,,,,,"[1, 217]",217.0,198.0,0.0875576036866359,23.24244015862084,2.1295458054510994,0.4695837006371277,[-2.323546950482261],0.1,elasticnet,0.0,False,,,1,2,1,3
sol,Sol,Logistic Regression,LR,RDKit desc,Random shuffle,2,0.6330057791430522,0.7508,0.5937,0.03930577914305222,0.15710000000000002,LogisticRegression,lr_sol_hi_random_shuffle_rdkit_desc,rdkit_desc,217,,,,,,,,,,,,balanced,,,,,"[1, 217]",217.0,130.0,0.40092165898617516,29.74210040841873,3.4138279452510267,0.29292630326935465,[-1.4168071566617073],0.5,elasticnet,0.75,False,,,1,2,1,3
sol,Sol,Logistic Regression,LR,RDKit desc,Random shuffle,3,0.6102006666727267,0.6984,0.5619,0.0483006666727267,0.13650000000000007,LogisticRegression,lr_sol_hi_random_shuffle_rdkit_desc,rdkit_desc,217,,,,,,,,,,,,balanced,,,,,"[1, 217]",217.0,197.0,0.09216589861751157,11.077908149607971,0.9974921230732864,1.002514182186208,[-0.7616184624872671],0.01,elasticnet,0.0,False,,,1,2,1,3
sol,Sol,Linear SVM,SVM,ECFP4,OOD holdout,1,0.4645090190036799,0.7773,0.5082,-0.04369098099632007,0.2691,SVC,svm_linear_sol_hi_inner_ood_holdout_ecfp4,ecfp4,1024,,,,,,,,,,,,balanced,,,,,"[1, 1024]",1024.0,1024.0,0.0,48.081507316449176,2.054726909329438,0.4866826805350746,[-0.9923671647313762],0.01,,,,"[844, 257]",1101.0,2,0,0,3
sol,Sol,Linear SVM,SVM,ECFP4,OOD holdout,2,0.45287699109268786,0.7178,0.5282,-0.07532300890731214,0.1896,SVC,svm_linear_sol_hi_inner_ood_holdout_ecfp4,ecfp4,1024,,,,,,,,,,,,balanced,,,,,"[1, 1024]",1024.0,1024.0,0.0,31.09583253427774,1.4110170838831826,0.7087086410378214,[-0.7330931778497283],0.005,,,,"[923, 259]",1182.0,2,0,0,3
sol,Sol,Linear SVM,SVM,ECFP4,OOD holdout,3,0.520898104517096,0.7795,0.4539,0.06699810451709592,0.32559999999999995,SVC,svm_linear_sol_hi_inner_ood_holdout_ecfp4,ecfp4,1024,,,,,,,,,,,,balanced,,,,,"[1, 1024]",1024.0,1023.0,0.0009765625,46.24496148100647,2.0250252982256116,0.493820991212421,[-1.3210586667708832],0.01,,,,"[825, 257]",1082.0,2,0,0,3
sol,Sol,Linear SVM,SVM,ECFP4,Random shuffle,1,0.5603523854309622,0.7772,0.5082,0.052152385430962234,0.269,SVC,svm_linear_sol_hi_random_shuffle_ecfp4,ecfp4,1024,,,,,,,,,,,,balanced,,,,,"[1, 1024]",1024.0,1024.0,0.0,48.08144026378366,2.0547354646156304,0.4866806541381546,[-0.9922385900342484],0.01,,,,"[845, 257]",1102.0,2,0,1,3
sol,Sol,Linear SVM,SVM,ECFP4,Random shuffle,2,0.5721863579696633,0.7738,0.5393,0.03288635796966333,0.23450000000000004,SVC,svm_linear_sol_hi_random_shuffle_ecfp4,ecfp4,1024,,,,,,,,,,,,balanced,,,,,"[1, 1024]",1024.0,1023.0,0.0009765625,48.36523179301412,2.0512258188516106,0.4875133643549081,[-0.932795836896622],0.01,,,,"[844, 247]",1091.0,2,0,1,3
sol,Sol,Linear SVM,SVM,ECFP4,Random shuffle,3,0.5834432891410114,0.7795,0.4538,0.12964328914101142,0.3257,SVC,svm_linear_sol_hi_random_shuffle_ecfp4,ecfp4,1024,,,,,,,,,,,,balanced,,,,,"[1, 1024]",1024.0,1023.0,0.0009765625,46.24449470405704,2.02501265652101,0.493824074027275,[-1.3210807556525037],0.01,,,,"[825, 257]",1082.0,2,0,1,3
sol,Sol,Linear SVM,SVM,MACCS,OOD holdout,1,0.4870328363826815,0.6293,0.4933,-0.006267163617318494,0.13599999999999995,SVC,svm_linear_sol_hi_inner_ood_holdout_maccs,maccs,167,,,,,,,,,,,,,,,,,"[1, 167]",167.0,143.0,0.14371257485029942,2.869726935648998,0.3135008650602784,3.189783861705533,[-1.052088944237584],0.01,,,,"[356, 308]",664.0,2,1,0,3
sol,Sol,Linear SVM,SVM,MACCS,OOD holdout,2,0.49565225669976704,0.6017,0.4753,0.020352256699767035,0.1264,SVC,svm_linear_sol_hi_inner_ood_holdout_maccs,maccs,167,,,,,,,,,,,,balanced,,,,,"[1, 167]",167.0,147.0,0.11976047904191611,50.639557155955856,5.479380411283736,0.1825023862078806,[-3.012599097259958],0.5,,,,"[603, 184]",787.0,2,1,0,3
sol,Sol,Linear SVM,SVM,MACCS,OOD holdout,3,0.461429751594654,0.657,0.4581,0.0033297515946539846,0.19890000000000002,SVC,svm_linear_sol_hi_inner_ood_holdout_maccs,maccs,167,,,,,,,,,,,,,,,,,"[1, 167]",167.0,144.0,0.13772455089820357,16.383718299061837,1.7980841746855578,0.5561474896885048,[-1.7612818939174575],0.05,,,,"[351, 317]",668.0,2,1,0,3
sol,Sol,Linear SVM,SVM,MACCS,Random shuffle,1,0.5001158560833522,0.5685,0.4904,0.009715856083352181,0.0781,SVC,svm_linear_sol_hi_random_shuffle_maccs,maccs,167,,,,,,,,,,,,balanced,,,,,"[1, 167]",167.0,147.0,0.11976047904191611,22.16682168360142,2.4645318198128425,0.4057565789821859,[-1.39235936243873],0.05,,,,"[722, 214]",936.0,2,1,1,3
sol,Sol,Linear SVM,SVM,MACCS,Random shuffle,2,0.5073654205357179,0.589,0.4871,0.020265420535717893,0.10189999999999999,SVC,svm_linear_sol_hi_random_shuffle_maccs,maccs,167,,,,,,,,,,,,balanced,,,,,"[1, 167]",167.0,146.0,0.12574850299401197,28.379678038141112,3.2909996098152363,0.3038590454455089,[-2.013902287025882],0.1,,,,"[677, 196]",873.0,2,1,1,3
sol,Sol,Linear SVM,SVM,MACCS,Random shuffle,3,0.533128215197439,0.6921,0.4484,0.084728215197439,0.24370000000000003,SVC,svm_linear_sol_hi_random_shuffle_maccs,maccs,167,,,,,,,,,,,,,,,,,"[1, 167]",167.0,143.0,0.14371257485029942,34.90351865948102,3.68202734512646,0.27158950932931075,[-2.25662806036062],0.25,,,,"[333, 295]",628.0,2,1,1,3
